year,observations,mean_suitability_score,mean_confidence,mean_temperature,mean_salinity,mean_oxygen,mean_depth
2020,4226,65.54661618551822,0.991783180302687,3.4790688357785142,34.84627108376716,218.68409133932795,2370.973497397066
2021,7128,70.12485970819304,0.9945809093864427,3.510848134061265,34.69985367737211,157.31606333101297,2523.5625701459035
2022,5865,77.0843989769821,0.9890241806754652,4.42882957957465,34.77278875400097,135.47449182869457,2278.565558397272
2023,7120,69.10112359550561,0.9893531574250998,3.845813783432259,34.803696205988324,184.1347931171698,2210.3872191011237
2024,2505,74.09181636726547,0.9882712281387387,2.2557058272153827,34.650188262966545,206.71127412715472,1879.0479041916167
2025,3110,83.82636655948554,0.9915488475063846,4.371201186722942,34.6787970075827,124.3560479620154,2292.1868167202574
