year,observations,average_temperature,average_salinity,average_oxygen,average_health,average_anomaly
2020,940826,3.649482803090048,34.861014885111594,218.63810621678567,81.07221854788973,0.7715940127332875
2021,1376498,3.5164707039508287,34.695838211540256,157.1757207222222,78.76376867947685,0.7369973902350871
2022,1139253,4.497942876310119,34.777930107807045,135.6685428729354,79.5357646818072,0.7340477222773087
2023,1364161,3.7919560066177356,34.79681082632503,183.50591115298008,79.70855898358313,0.7481641955156132
2024,481753,2.1674383864125133,34.649187480840574,206.92419402528535,85.39068366834861,0.598106227777294
2025,596392,4.354040033296323,34.6772438565302,125.69372820394166,83.08666778314874,0.5168571813238476
