region_id,year,ml_observations,mean_ml_suitability_score,mean_prediction_confidence,not_suitable_percentage,moderate_percentage,suitable_percentage,MEHI_score,health_category
R_25_-25,2023,220,66.36363636363636,0.9928213088379859,5.454545454545454,56.36363636363636,38.18181818181819,71.87758321938992,Moderate relative environmental condition
R_25_-30,2023,127,70.4724409448819,0.9903608612147489,0.7874015748031495,57.48031496062992,41.732283464566926,73.93725920324256,Moderate relative environmental condition
R_25_-55,2020,53,50.943396226415096,0.9994986678324164,0.0,98.11320754716981,1.8867924528301887,74.45836520526595,Moderate relative environmental condition
R_25_-55,2021,125,52.4,0.9980910581786697,3.2,88.8,8.0,73.72076438089248,Moderate relative environmental condition
R_25_-70,2020,15,50.0,1.0,0.0,100.0,0.0,73.61082324628909,Moderate relative environmental condition
R_25_-70,2021,142,52.11267605633803,0.996744703238896,0.0,95.77464788732394,4.225352112676056,73.90849831456958,Moderate relative environmental condition
R_25_-75,2020,200,51.25,0.9980168181365725,0.0,97.5,2.5,74.57739703995713,Moderate relative environmental condition
R_25_-80,2020,191,53.66492146596859,0.9953254635763372,0.0,92.67015706806284,7.329842931937172,73.73452825091259,Moderate relative environmental condition
R_25_125,2021,170,82.05882352941177,0.9938987788398822,0.0,35.88235294117647,64.11764705882354,81.29645227587284,Higher relative environmental condition
R_25_130,2022,16,71.875,0.9813050875004654,0.0,56.25,43.75,81.06531335306224,Higher relative environmental condition
R_25_135,2022,252,84.72222222222223,0.994551870564743,0.0,30.555555555555557,69.44444444444444,81.79167778572638,Higher relative environmental condition
R_25_140,2022,33,75.75757575757575,0.9927051661605809,0.0,48.484848484848484,51.515151515151516,79.59480582082719,Moderate relative environmental condition
R_25_145,2022,25,80.0,0.9873469911321583,0.0,40.0,60.0,81.38512641318167,Higher relative environmental condition
R_25_150,2022,42,82.14285714285714,0.9952622316339951,0.0,35.714285714285715,64.28571428571429,81.41929862040236,Higher relative environmental condition
R_25_155,2022,52,80.76923076923077,0.9935733346292213,0.0,38.46153846153847,61.53846153846154,81.06624158517066,Higher relative environmental condition
R_25_160,2022,84,82.14285714285714,0.9941367858122694,0.0,35.714285714285715,64.28571428571429,81.46784201514444,Higher relative environmental condition
R_25_165,2022,81,83.33333333333333,0.9873879719934373,0.0,33.33333333333333,66.66666666666666,81.41370099034148,Higher relative environmental condition
R_25_170,2022,81,81.48148148148148,0.9914623866640138,0.0,37.03703703703704,62.96296296296296,79.9449160011015,Moderate relative environmental condition
R_25_175,2022,50,83.0,0.9887263173643079,0.0,34.0,66.0,79.8575879446826,Moderate relative environmental condition
R_25_175,2023,175,82.28571428571429,0.9933435968029417,0.0,35.42857142857142,64.57142857142857,80.18277487379319,Higher relative environmental condition
R_30_-120,2022,96,55.208333333333336,0.9839698261783895,0.0,89.58333333333334,10.416666666666668,72.00319036378102,Moderate relative environmental condition
R_30_-125,2022,156,70.1923076923077,0.9947499699484882,0.0,59.61538461538461,40.38461538461539,76.96822526388877,Moderate relative environmental condition
R_30_-130,2022,54,70.37037037037037,0.9920060912269724,0.0,59.25925925925925,40.74074074074074,77.08408139346784,Moderate relative environmental condition
R_30_-135,2022,93,67.74193548387096,0.9837822058748925,0.0,64.51612903225806,35.483870967741936,77.90195574765153,Moderate relative environmental condition
R_30_-140,2022,98,67.34693877551021,0.9929813331978865,0.0,65.3061224489796,34.69387755102041,78.2526329782143,Moderate relative environmental condition
R_30_-145,2022,83,68.07228915662651,0.9791894055921228,0.0,63.85542168674698,36.144578313253014,78.85332126887592,Moderate relative environmental condition
R_30_-15,2022,9,44.44444444444444,0.962686539550246,11.11111111111111,88.88888888888889,0.0,69.1564750858487,Moderate relative environmental condition
R_30_-150,2022,76,77.63157894736842,0.9918347675584959,0.0,44.73684210526316,55.26315789473685,78.7988481835714,Moderate relative environmental condition
R_30_-155,2022,96,71.35416666666667,0.9854768838272224,0.0,57.291666666666664,42.70833333333333,79.33273206755283,Moderate relative environmental condition
R_30_-160,2022,96,75.0,0.9975636810314964,0.0,50.0,50.0,79.61726734400257,Moderate relative environmental condition
R_30_-165,2022,135,76.66666666666667,0.9924544425885156,0.0,46.666666666666664,53.333333333333336,79.87290558138265,Moderate relative environmental condition
R_30_-170,2022,86,75.0,0.9924557999937739,0.0,50.0,50.0,79.78865175773085,Moderate relative environmental condition
R_30_-175,2022,87,72.98850574712644,0.991871063121266,0.0,54.02298850574713,45.97701149425287,79.49031917889344,Moderate relative environmental condition
R_30_-180,2022,56,79.46428571428571,0.9866905627314316,0.0,41.07142857142857,58.92857142857143,79.73758584535578,Moderate relative environmental condition
R_30_-25,2023,239,58.36820083682009,0.9937574383288417,6.2761506276150625,70.7112970711297,23.01255230125523,71.36932426218331,Moderate relative environmental condition
R_30_-55,2021,112,51.339285714285715,0.9992338963658369,0.8928571428571428,95.53571428571429,3.571428571428571,73.0553082945024,Moderate relative environmental condition
R_30_-65,2021,8,56.25,0.9974420179393189,0.0,87.5,12.5,76.63283700020153,Moderate relative environmental condition
R_30_-70,2021,117,52.99145299145299,0.9980521387883361,0.0,94.01709401709401,5.982905982905983,74.22014663876175,Moderate relative environmental condition
R_30_130,2022,64,86.71875,0.9803110472288621,0.0,26.5625,73.4375,81.35004836661767,Higher relative environmental condition
R_30_135,2022,319,82.13166144200628,0.9870614292006095,0.0,35.73667711598746,64.26332288401254,81.92536261720971,Higher relative environmental condition
R_30_140,2022,48,86.45833333333333,0.9821104752838824,0.0,27.083333333333332,72.91666666666666,80.87357203752585,Higher relative environmental condition
R_30_145,2022,107,84.57943925233644,0.9893227717190478,0.0,30.8411214953271,69.1588785046729,81.28641852822128,Higher relative environmental condition
R_30_150,2022,68,89.70588235294117,0.9986138882653864,0.0,20.588235294117645,79.41176470588235,81.40364676462546,Higher relative environmental condition
R_30_155,2022,101,84.65346534653466,0.9923883848365387,0.0,30.693069306930692,69.3069306930693,81.25492384502314,Higher relative environmental condition
R_30_160,2022,39,87.17948717948718,0.9972293934746793,0.0,25.64102564102564,74.35897435897436,81.5214051848084,Higher relative environmental condition
R_30_165,2022,65,80.0,0.9859532953448801,0.0,40.0,60.0,81.28574360890394,Higher relative environmental condition
R_30_170,2022,49,85.71428571428571,0.9908239075074661,0.0,28.57142857142857,71.42857142857143,80.24168291829035,Higher relative environmental condition
R_30_175,2022,81,77.1604938271605,0.9912335260142148,0.0,45.67901234567901,54.32098765432099,79.98721622321283,Moderate relative environmental condition
R_30_175,2023,234,74.14529914529915,0.9820438673728213,0.0,51.70940170940172,48.29059829059829,78.2875091599662,Moderate relative environmental condition
R_35_-15,2022,5,50.0,0.8972086042370748,20.0,60.0,20.0,57.2728871996907,Lower relative environmental condition
R_35_-20,2023,185,54.5945945945946,0.9800556162942784,9.18918918918919,72.43243243243244,18.37837837837838,72.86855346384603,Moderate relative environmental condition
R_35_-25,2023,69,57.2463768115942,0.9974226911370203,8.695652173913043,68.11594202898551,23.18840579710145,72.45063274089516,Moderate relative environmental condition
R_35_-55,2021,110,51.36363636363637,0.9922366138811453,3.6363636363636362,90.0,6.363636363636363,72.14564405856524,Moderate relative environmental condition
R_35_-70,2021,189,55.29100529100529,0.9837125337833109,0.5291005291005291,88.35978835978835,11.11111111111111,77.38370178090783,Moderate relative environmental condition
R_35_10,2022,69,0.7246376811594203,0.9980499879994424,98.55072463768117,1.4492753623188406,0.0,31.526747458463287,Very low relative environmental condition
R_35_145,2021,56,75.0,0.9982970745352666,0.0,50.0,50.0,78.57731532882633,Moderate relative environmental condition
R_35_175,2023,261,73.5632183908046,0.9900412506260388,0.0,52.87356321839081,47.12643678160919,78.18373522215673,Moderate relative environmental condition
R_35_5,2022,58,1.7241379310344827,0.9893822193409791,96.55172413793103,3.4482758620689653,0.0,32.70525020225425,Very low relative environmental condition
R_40_-20,2023,240,58.333333333333336,0.9861778061400557,6.25,70.83333333333334,22.916666666666664,76.27023741487316,Moderate relative environmental condition
R_40_-55,2021,121,56.19834710743802,0.9885892420358621,0.0,87.60330578512396,12.396694214876034,80.37067829822787,Higher relative environmental condition
R_40_10,2022,56,0.8928571428571429,0.9929058537932063,98.21428571428571,1.7857142857142856,0.0,33.992902331921854,Very low relative environmental condition
R_40_145,2021,503,77.33598409542743,0.9951665860163649,0.0,45.32803180914513,54.67196819085487,78.01156281691297,Moderate relative environmental condition
R_40_150,2021,202,77.47524752475248,0.996265487742609,0.0,45.04950495049505,54.95049504950495,77.93041705615879,Moderate relative environmental condition
R_40_155,2021,58,77.58620689655173,0.9986195540145633,0.0,44.827586206896555,55.172413793103445,77.87844012457968,Moderate relative environmental condition
R_40_175,2023,291,71.8213058419244,0.9899055015219447,0.0,56.3573883161512,43.6426116838488,77.99673956688503,Moderate relative environmental condition
R_40_5,2022,57,0.8771929824561403,0.99255055013999,98.24561403508771,1.7543859649122806,0.0,38.68682100400514,Very low relative environmental condition
R_45_-150,2021,21,54.76190476190476,0.9979533949105834,0.0,90.47619047619048,9.523809523809524,75.01612478075074,Moderate relative environmental condition
R_45_-155,2021,151,61.920529801324506,0.9987209366967891,0.0,76.15894039735099,23.841059602649008,75.15959992298421,Moderate relative environmental condition
R_45_-160,2021,137,59.12408759124087,0.9944526727792425,0.0,81.75182481751825,18.248175182481752,75.36531103994898,Moderate relative environmental condition
R_45_-165,2021,152,56.25,0.9959806695488315,0.0,87.5,12.5,75.75351721608291,Moderate relative environmental condition
R_45_-170,2021,105,65.23809523809524,0.9951671909055728,0.0,69.52380952380952,30.476190476190478,76.55783954592525,Moderate relative environmental condition
R_45_-175,2021,129,65.89147286821705,0.9981354150844269,0.0,68.21705426356588,31.782945736434108,76.8897152851252,Moderate relative environmental condition
R_45_-180,2021,117,72.22222222222223,0.9949846397068783,0.0,55.55555555555556,44.44444444444444,77.21151929303824,Moderate relative environmental condition
R_45_-20,2023,215,65.5813953488372,0.9768150313689239,0.0,68.83720930232559,31.16279069767442,80.43576379771692,Higher relative environmental condition
R_45_155,2021,99,75.75757575757575,0.9964079800860011,0.0,48.484848484848484,51.515151515151516,77.33491556722336,Moderate relative environmental condition
R_45_160,2021,134,77.23880597014926,0.993797042967425,0.0,45.52238805970149,54.47761194029851,77.58823690109539,Moderate relative environmental condition
R_45_165,2021,227,70.70484581497797,0.9946924131337385,0.0,58.590308370044056,41.409691629955944,76.57683306948945,Moderate relative environmental condition
R_45_170,2021,176,78.125,0.9974632855165898,0.0,43.75,56.25,77.47958304270732,Moderate relative environmental condition
R_45_175,2021,116,72.84482758620689,0.9959772074588797,0.0,54.310344827586206,45.689655172413794,77.4033850074222,Moderate relative environmental condition
R_45_175,2023,240,67.08333333333333,0.9958370587566122,0.0,65.83333333333333,34.166666666666664,76.36572542864577,Moderate relative environmental condition
R_50_-180,2023,166,50.0,0.9993797776177101,0.0,100.0,0.0,70.07459538103589,Moderate relative environmental condition
R_50_-20,2023,84,73.80952380952381,0.9791750522051266,0.0,52.38095238095239,47.61904761904761,85.70532662778203,Higher relative environmental condition
R_50_-25,2023,64,67.96875,0.9791649253674293,0.0,64.0625,35.9375,84.56747640440403,Higher relative environmental condition
R_50_175,2023,151,69.86754966887418,0.9942341483261725,0.0,60.264900662251655,39.735099337748345,75.25368379138023,Moderate relative environmental condition
R_55_-10,2022,30,53.333333333333336,0.931054008370339,3.3333333333333335,86.66666666666667,10.0,79.9552426910547,Moderate relative environmental condition
R_55_-15,2022,45,61.111111111111114,0.9825055369273991,0.0,77.77777777777779,22.22222222222222,80.72496394943067,Higher relative environmental condition
R_55_-175,2023,24,50.0,0.9994431236711611,0.0,100.0,0.0,68.8390448113665,Moderate relative environmental condition
R_55_-180,2023,92,50.0,0.9995843003939693,0.0,100.0,0.0,70.26165059050422,Moderate relative environmental condition
R_55_-20,2022,24,75.0,0.9645383342128078,0.0,50.0,50.0,84.7397229157615,Higher relative environmental condition
R_55_-20,2023,53,71.69811320754717,0.9701250499186729,0.0,56.60377358490566,43.39622641509434,84.5297572652607,Higher relative environmental condition
R_55_-25,2022,63,57.93650793650794,0.977002497043789,0.0,84.12698412698413,15.873015873015872,83.88685307749714,Higher relative environmental condition
R_55_-25,2023,25,74.0,0.9716165597653934,0.0,52.0,48.0,84.97483979819955,Higher relative environmental condition
R_5_-30,2023,257,60.70038910505836,0.9902942457430945,0.0,78.59922178988327,21.40077821011673,81.45724133401283,Higher relative environmental condition
R_5_-55,2021,118,59.74576271186441,0.9813450609911275,0.0,80.50847457627118,19.491525423728813,80.45210975667158,Higher relative environmental condition
R_5_125,2025,209,91.38755980861244,0.9885193521188842,0.0,17.22488038277512,82.77511961722487,83.10880970552584,Higher relative environmental condition
R_5_130,2025,245,90.81632653061224,0.9944497808717794,0.0,18.367346938775512,81.63265306122449,83.33052009427581,Higher relative environmental condition
R_5_135,2022,293,91.6382252559727,0.9940768265110387,0.0,16.723549488054605,83.27645051194538,83.65401992191421,Higher relative environmental condition
R_5_135,2025,261,91.37931034482759,0.996822498005268,0.0,17.24137931034483,82.75862068965517,83.32872544535361,Higher relative environmental condition
R_5_140,2025,155,81.61290322580645,0.9940882579840233,0.0,36.774193548387096,63.2258064516129,82.045966507705,Higher relative environmental condition
R_5_145,2025,224,85.26785714285714,0.9898032139792845,0.0,29.464285714285715,70.53571428571429,83.04176067851097,Higher relative environmental condition
R_5_150,2025,167,81.1377245508982,0.9929096049453096,0.0,37.72455089820359,62.27544910179641,83.8125205384331,Higher relative environmental condition
R_5_155,2025,248,84.0725806451613,0.9943783538330163,0.0,31.85483870967742,68.14516129032258,83.66111434813428,Higher relative environmental condition
R_5_160,2025,164,82.01219512195122,0.9967341284898039,0.0,35.97560975609756,64.02439024390245,82.97897601139279,Higher relative environmental condition
R_5_170,2025,131,79.00763358778626,0.9956932324806528,0.0,41.98473282442748,58.01526717557252,82.2136948500939,Higher relative environmental condition
R_5_85,2025,87,70.11494252873563,0.9959216266238601,4.597701149425287,50.57471264367817,44.827586206896555,77.90279071264905,Moderate relative environmental condition
R_5_90,2025,11,59.09090909090909,0.9993752790900433,9.090909090909092,63.63636363636363,27.27272727272727,73.40196309778173,Moderate relative environmental condition
R_60_-20,2023,76,65.78947368421052,0.9807035013122894,0.0,68.42105263157895,31.57894736842105,85.35922147942527,Higher relative environmental condition
R_60_-25,2023,34,61.76470588235294,0.989827343627817,0.0,76.47058823529412,23.52941176470588,84.92933831105242,Higher relative environmental condition
