year,region_year_records,mean_ml_suitability,mean_MEHI,mean_confidence,mean_not_suitable,mean_moderate,mean_suitable
2020,40,62.0979295161102,78.7418812689879,0.9885313072710208,1.1966416778245572,73.41085761213048,25.392500710044956
2021,54,66.07330272253638,78.56042773761757,0.9944745167427479,1.400097742362824,65.05319907020159,33.54670318743558
2022,81,71.90161044956197,78.07331227585546,0.9829969789026789,5.478076349058987,45.240626402758096,49.28129724818292
2023,62,66.65995985944059,80.52551036657994,0.9863405337350121,0.9713283452670557,64.73742359058471,34.29124806414823
2024,47,75.30883719641892,85.43428136624016,0.978514376737574,0.0,49.382325607162144,50.617674392837856
2025,29,80.9141492287108,82.55596005361501,0.9881917686783787,1.203895437617417,35.76391066734358,63.032193895039
